imgPath,label
../../data/Training/PALM-Training400/N0043.jpg,0
../../data/Training/PALM-Training400/H0024.jpg,2
../../data/Training/PALM-Training400/N0012.jpg,0
../../data/Training/PALM-Training400/N0119.jpg,0
../../data/Training/PALM-Training400/N0097.jpg,0
../../data/Training/PALM-Training400/N0157.jpg,0
../../data/Training/PALM-Training400/N0042.jpg,0
../../data/Training/PALM-Training400/P0012.jpg,1
../../data/Training/PALM-Training400/P0138.jpg,1
../../data/Training/PALM-Training400/P0033.jpg,1
../../data/Training/PALM-Training400/P0131.jpg,1
../../data/Training/PALM-Training400/P0009.jpg,1
../../data/Training/PALM-Training400/N0100.jpg,0
../../data/Training/PALM-Training400/N0121.jpg,0
../../data/Training/PALM-Training400/P0185.jpg,1
../../data/Training/PALM-Training400/N0061.jpg,0
../../data/Training/PALM-Training400/P0150.jpg,1
../../data/Training/PALM-Training400/P0154.jpg,1
../../data/Training/PALM-Training400/P0151.jpg,1
../../data/Training/PALM-Training400/P0168.jpg,1
../../data/Training/PALM-Training400/P0148.jpg,1
../../data/Training/PALM-Training400/P0116.jpg,1
../../data/Training/PALM-Training400/N0158.jpg,0
../../data/Training/PALM-Training400/P0017.jpg,1
../../data/Training/PALM-Training400/P0097.jpg,1
../../data/Training/PALM-Training400/P0025.jpg,1
../../data/Training/PALM-Training400/P0096.jpg,1
../../data/Training/PALM-Training400/N0104.jpg,0
../../data/Training/PALM-Training400/N0013.jpg,0
../../data/Training/PALM-Training400/H0012.jpg,2
../../data/Training/PALM-Training400/P0139.jpg,1
../../data/Training/PALM-Training400/N0160.jpg,0
../../data/Training/PALM-Training400/P0036.jpg,1
../../data/Training/PALM-Training400/N0087.jpg,0
../../data/Training/PALM-Training400/N0154.jpg,0
../../data/Training/PALM-Training400/P0141.jpg,1
../../data/Training/PALM-Training400/P0113.jpg,1
../../data/Training/PALM-Training400/N0092.jpg,0
../../data/Training/PALM-Training400/P0182.jpg,1
../../data/Training/PALM-Training400/P0091.jpg,1
../../data/Training/PALM-Training400/P0198.jpg,1
../../data/Training/PALM-Training400/P0101.jpg,1
../../data/Training/PALM-Training400/P0176.jpg,1
../../data/Training/PALM-Training400/N0139.jpg,0
../../data/Training/PALM-Training400/P0067.jpg,1
../../data/Training/PALM-Training400/N0111.jpg,0
../../data/Training/PALM-Training400/N0129.jpg,0
../../data/Training/PALM-Training400/P0013.jpg,1
../../data/Training/PALM-Training400/P0011.jpg,1
../../data/Training/PALM-Training400/P0206.jpg,1
../../data/Training/PALM-Training400/H0003.jpg,2
../../data/Training/PALM-Training400/P0018.jpg,1
../../data/Training/PALM-Training400/N0090.jpg,0
../../data/Training/PALM-Training400/P0048.jpg,1
../../data/Training/PALM-Training400/P0051.jpg,1
../../data/Training/PALM-Training400/N0001.jpg,0
../../data/Training/PALM-Training400/N0095.jpg,0
../../data/Training/PALM-Training400/P0171.jpg,1
../../data/Training/PALM-Training400/P0038.jpg,1
../../data/Training/PALM-Training400/P0174.jpg,1
../../data/Training/PALM-Training400/P0192.jpg,1
../../data/Training/PALM-Training400/P0164.jpg,1
../../data/Training/PALM-Training400/P0193.jpg,1
../../data/Training/PALM-Training400/N0102.jpg,0
../../data/Training/PALM-Training400/N0049.jpg,0
../../data/Training/PALM-Training400/P0136.jpg,1
../../data/Training/PALM-Training400/N0004.jpg,0
../../data/Training/PALM-Training400/N0058.jpg,0
../../data/Training/PALM-Training400/P0203.jpg,1
../../data/Training/PALM-Training400/N0082.jpg,0
../../data/Training/PALM-Training400/P0063.jpg,1
../../data/Training/PALM-Training400/P0110.jpg,1
../../data/Training/PALM-Training400/N0108.jpg,0
../../data/Training/PALM-Training400/P0058.jpg,1
../../data/Training/PALM-Training400/N0159.jpg,0
../../data/Training/PALM-Training400/P0104.jpg,1
../../data/Training/PALM-Training400/N0019.jpg,0
../../data/Training/PALM-Training400/P0181.jpg,1
../../data/Training/PALM-Training400/N0040.jpg,0
../../data/Training/PALM-Training400/N0060.jpg,0
../../data/Training/PALM-Training400/P0056.jpg,1
../../data/Training/PALM-Training400/N0161.jpg,0
../../data/Training/PALM-Training400/N0134.jpg,0
../../data/Training/PALM-Training400/H0013.jpg,2
../../data/Training/PALM-Training400/N0010.jpg,0
../../data/Training/PALM-Training400/N0003.jpg,0
../../data/Training/PALM-Training400/N0145.jpg,0
../../data/Training/PALM-Training400/N0117.jpg,0
../../data/Training/PALM-Training400/P0132.jpg,1
../../data/Training/PALM-Training400/P0086.jpg,1
../../data/Training/PALM-Training400/P0035.jpg,1
../../data/Training/PALM-Training400/N0070.jpg,0
../../data/Training/PALM-Training400/N0026.jpg,0
../../data/Training/PALM-Training400/P0054.jpg,1
../../data/Training/PALM-Training400/P0112.jpg,1
../../data/Training/PALM-Training400/P0118.jpg,1
../../data/Training/PALM-Training400/N0153.jpg,0
../../data/Training/PALM-Training400/N0016.jpg,0
../../data/Training/PALM-Training400/P0124.jpg,1
../../data/Training/PALM-Training400/P0020.jpg,1
../../data/Training/PALM-Training400/P0068.jpg,1
../../data/Training/PALM-Training400/P0145.jpg,1
../../data/Training/PALM-Training400/H0005.jpg,2
../../data/Training/PALM-Training400/P0070.jpg,1
../../data/Training/PALM-Training400/P0172.jpg,1
../../data/Training/PALM-Training400/N0075.jpg,0
../../data/Training/PALM-Training400/P0040.jpg,1
../../data/Training/PALM-Training400/P0155.jpg,1
../../data/Training/PALM-Training400/P0027.jpg,1
../../data/Training/PALM-Training400/N0146.jpg,0
../../data/Training/PALM-Training400/N0073.jpg,0
../../data/Training/PALM-Training400/P0029.jpg,1
../../data/Training/PALM-Training400/N0036.jpg,0
../../data/Training/PALM-Training400/N0022.jpg,0
../../data/Training/PALM-Training400/N0007.jpg,0
../../data/Training/PALM-Training400/P0081.jpg,1
../../data/Training/PALM-Training400/P0014.jpg,1
../../data/Training/PALM-Training400/P0170.jpg,1
../../data/Training/PALM-Training400/N0002.jpg,0
../../data/Training/PALM-Training400/P0126.jpg,1
../../data/Training/PALM-Training400/P0044.jpg,1
../../data/Training/PALM-Training400/P0074.jpg,1
../../data/Training/PALM-Training400/P0102.jpg,1
../../data/Training/PALM-Training400/N0137.jpg,0
../../data/Training/PALM-Training400/P0184.jpg,1
../../data/Training/PALM-Training400/N0113.jpg,0
../../data/Training/PALM-Training400/N0037.jpg,0
../../data/Training/PALM-Training400/N0110.jpg,0
../../data/Training/PALM-Training400/N0103.jpg,0
../../data/Training/PALM-Training400/H0009.jpg,2
../../data/Training/PALM-Training400/N0039.jpg,0
../../data/Training/PALM-Training400/P0114.jpg,1
../../data/Training/PALM-Training400/H0015.jpg,2
../../data/Training/PALM-Training400/N0131.jpg,0
../../data/Training/PALM-Training400/N0015.jpg,0
../../data/Training/PALM-Training400/P0180.jpg,1
../../data/Training/PALM-Training400/P0137.jpg,1
../../data/Training/PALM-Training400/P0030.jpg,1
../../data/Training/PALM-Training400/P0093.jpg,1
../../data/Training/PALM-Training400/P0160.jpg,1
../../data/Training/PALM-Training400/P0050.jpg,1
../../data/Training/PALM-Training400/P0021.jpg,1
../../data/Training/PALM-Training400/P0026.jpg,1
../../data/Training/PALM-Training400/P0109.jpg,1
../../data/Training/PALM-Training400/P0178.jpg,1
../../data/Training/PALM-Training400/P0065.jpg,1
../../data/Training/PALM-Training400/P0204.jpg,1
../../data/Training/PALM-Training400/P0179.jpg,1
../../data/Training/PALM-Training400/P0117.jpg,1
../../data/Training/PALM-Training400/P0083.jpg,1
../../data/Training/PALM-Training400/P0015.jpg,1
../../data/Training/PALM-Training400/N0136.jpg,0
../../data/Training/PALM-Training400/N0018.jpg,0
../../data/Training/PALM-Training400/P0031.jpg,1
../../data/Training/PALM-Training400/P0004.jpg,1
../../data/Training/PALM-Training400/P0123.jpg,1
../../data/Training/PALM-Training400/P0073.jpg,1
../../data/Training/PALM-Training400/N0080.jpg,0
../../data/Training/PALM-Training400/N0028.jpg,0
../../data/Training/PALM-Training400/H0002.jpg,2
../../data/Training/PALM-Training400/N0024.jpg,0
../../data/Training/PALM-Training400/N0055.jpg,0
../../data/Training/PALM-Training400/P0019.jpg,1
../../data/Training/PALM-Training400/N0009.jpg,0
../../data/Training/PALM-Training400/P0077.jpg,1
../../data/Training/PALM-Training400/N0066.jpg,0
../../data/Training/PALM-Training400/P0153.jpg,1
../../data/Training/PALM-Training400/N0027.jpg,0
../../data/Training/PALM-Training400/P0159.jpg,1
../../data/Training/PALM-Training400/P0078.jpg,1
../../data/Training/PALM-Training400/P0055.jpg,1
../../data/Training/PALM-Training400/H0014.jpg,2
../../data/Training/PALM-Training400/P0129.jpg,1
../../data/Training/PALM-Training400/N0063.jpg,0
../../data/Training/PALM-Training400/P0087.jpg,1
../../data/Training/PALM-Training400/N0141.jpg,0
../../data/Training/PALM-Training400/P0142.jpg,1
../../data/Training/PALM-Training400/P0207.jpg,1
../../data/Training/PALM-Training400/N0109.jpg,0
../../data/Training/PALM-Training400/P0120.jpg,1
../../data/Training/PALM-Training400/P0197.jpg,1
../../data/Training/PALM-Training400/P0133.jpg,1
../../data/Training/PALM-Training400/P0057.jpg,1
../../data/Training/PALM-Training400/N0029.jpg,0
../../data/Training/PALM-Training400/N0025.jpg,0
../../data/Training/PALM-Training400/N0149.jpg,0
../../data/Training/PALM-Training400/P0003.jpg,1
../../data/Training/PALM-Training400/P0211.jpg,1
../../data/Training/PALM-Training400/P0001.jpg,1
../../data/Training/PALM-Training400/N0144.jpg,0
../../data/Training/PALM-Training400/N0033.jpg,0
../../data/Training/PALM-Training400/N0023.jpg,0
../../data/Training/PALM-Training400/P0158.jpg,1
../../data/Training/PALM-Training400/P0049.jpg,1
../../data/Training/PALM-Training400/P0066.jpg,1
../../data/Training/PALM-Training400/H0022.jpg,2
../../data/Training/PALM-Training400/P0127.jpg,1
../../data/Training/PALM-Training400/N0135.jpg,0
../../data/Training/PALM-Training400/P0090.jpg,1
../../data/Training/PALM-Training400/P0005.jpg,1
../../data/Training/PALM-Training400/P0107.jpg,1
../../data/Training/PALM-Training400/P0157.jpg,1
../../data/Training/PALM-Training400/P0071.jpg,1
../../data/Training/PALM-Training400/P0122.jpg,1
../../data/Training/PALM-Training400/N0124.jpg,0
../../data/Training/PALM-Training400/N0105.jpg,0
../../data/Training/PALM-Training400/N0126.jpg,0
../../data/Training/PALM-Training400/P0173.jpg,1
../../data/Training/PALM-Training400/N0074.jpg,0
../../data/Training/PALM-Training400/P0186.jpg,1
../../data/Training/PALM-Training400/N0062.jpg,0
../../data/Training/PALM-Training400/P0144.jpg,1
../../data/Training/PALM-Training400/P0028.jpg,1
../../data/Training/PALM-Training400/N0096.jpg,0
../../data/Training/PALM-Training400/P0213.jpg,1
../../data/Training/PALM-Training400/H0021.jpg,2
../../data/Training/PALM-Training400/P0002.jpg,1
../../data/Training/PALM-Training400/N0046.jpg,0
../../data/Training/PALM-Training400/N0081.jpg,0
../../data/Training/PALM-Training400/P0084.jpg,1
../../data/Training/PALM-Training400/P0162.jpg,1
../../data/Training/PALM-Training400/N0077.jpg,0
